,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Electric
5,64.65,1.553499603557147,0.25,1887.0,0,0,0,0,1,0,0,0,0,0,1.4513162561318411
6,73.85,1.7204179458270028,0.25,1887.0,0,0,0,0,1,0,0,0,0,0,1.489874237272666
7,74.65,1.7133377372356606,0.25,1887.0,0,0,0,0,1,0,0,0,0,0,1.5285120647303136
8,69.2,1.7176295075119192,0.25,1887.0,0,0,0,0,1,0,0,0,0,0,1.3482537463308497
9,54.0,1.5645078730793014,0.25,1887.0,0,0,0,0,1,0,0,0,0,0,1.2550532303930406
10,48.55,1.4882986415635904,0.25,1887.0,0,0,0,0,1,0,0,0,0,0,1.246426322728127
11,45.25,1.4195818225640593,0.25,1887.0,0,0,0,0,1,0,0,0,0,0,1.1785133300751998
0,26.2,3.8465332583951364,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,16.496990552594546
1,19.1,4.008998566353349,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,9.210411102453667
2,33.3,4.088174697446908,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,7.906877330454104
3,48.05,4.232709696496757,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,7.896877542632779
4,62.3,4.28887847780826,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,9.330978787859783
5,64.65,4.117480148565953,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,9.658053237211124
6,73.85,4.5598896343192505,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,9.91464447499551
7,74.65,4.541123862988633,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,10.171767064906224
8,69.2,4.552499005199315,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,8.972204648240213
9,54.0,4.14665706700465,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,8.351984526774741
10,48.55,3.944667959839832,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,8.294575169477037
11,45.25,3.762537151788576,0.9249999999999999,2005.0,0,0,0,0,0,0,0,0,0,1,7.842635562400304
0,26.2,3.1945529365967715,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,11.359038949513751
1,19.1,3.3294806732802567,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,6.341848722059847
2,33.3,3.3952365955880306,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,5.444297690497859
3,48.05,3.5152731777878556,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,5.4374123147084275
4,62.3,3.5619214538406117,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,6.4248658657149
5,64.65,3.4195748265720773,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,6.650073693635268
6,73.85,3.786996717129479,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,6.826750151975022
7,74.65,3.771411709569519,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,7.00379247398425
8,69.2,3.7808587860699054,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,6.177831146683917
9,54.0,3.4438063109290002,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,5.750777224664763
10,48.55,3.27605398640519,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,5.7112478860540525
11,45.25,3.124794015771884,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,5.400063880507953
0,26.2,1.1663110710465234,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,8.639049029909833
1,19.1,1.2155723342681766,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.823255056493255
2,33.3,1.2395794055850582,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.140627995966969
3,48.05,1.2834040024938784,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.135391364655233
4,62.3,1.300434993022251,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.886393247809147
5,64.65,1.2484651397737743,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,5.057673712289537
6,73.85,1.3826085480086876,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,5.192043934348974
7,74.65,1.3769185603264396,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,5.326692411830626
8,69.2,1.3803676282023225,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.69851247204246
9,54.0,1.2573119014441183,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.3737191697977575
10,48.55,1.1960665888232103,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.343655368106819
11,45.25,1.1408425302907081,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.106986236749401
0,26.2,0.43140286439986236,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,10.921618745467686
1,19.1,0.44962394673830575,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,6.097633276161456
2,33.3,0.45850384129564836,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.234645640069153
3,48.05,0.4747139734867714,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.228025410168923
4,62.3,0.4810135090737175,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,6.177453549370134
5,64.65,0.4617905555149246,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,6.393988948709216
6,73.85,0.511408407895401,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,6.563861851501658
7,74.65,0.5093037575620047,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,6.734086529081435
8,69.2,0.5105795216339607,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.939931781010882
9,54.0,0.4650628543209583,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.52932308948513
10,48.55,0.44240903241046486,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.4913159686815565
11,45.25,0.42198239184592823,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.192115210292794
0,26.2,0.2845455527406654,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,5.70468849443413
1,19.1,0.2965638501915601,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.184976440258205
2,33.3,0.3024208685695277,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,2.734212157674391
3,48.05,0.313112779553334,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,2.730754213369384
4,62.3,0.3172678396688728,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.2266689589963358
5,64.65,0.3045887260211132,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.339771881743935
6,73.85,0.3373157670226794,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.428501585340146
7,74.65,0.33592757760192726,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.517415031440899
8,69.2,0.33676904858642426,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.1026042273191776
9,54.0,0.3067470753259811,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,2.8881310129677176
10,48.55,0.29180502275946135,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,2.8682787557329843
11,45.25,0.2783319788607922,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,2.7119972407227064
0,26.2,0.3829162557423039,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.04339486151250669
1,19.1,0.39908941823234695,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.024227722807380225
2,33.3,0.406971275901545,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02079881452665747
3,48.05,0.4213595047148784,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.020772510370982687
4,62.3,0.42695101737955315,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02454487265325069
5,64.65,0.40988858685702756,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.025405232631552827
6,73.85,0.45392974610602127,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.026080188539024385
7,74.65,0.45206164347663336,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.026756542153057193
8,69.2,0.4531940207554061,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02360112754692817
9,54.0,0.41279310258902097,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.021969656267820763
10,48.55,0.3926854088761234,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.021818642596477894
11,45.25,0.3745545771922698,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.020629828394361067
0,26.2,3.443881383469992,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,10.695531516987526
1,19.1,3.5893399592709065,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.971406840335004
2,33.3,3.660227999376415,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.126283816385267
3,48.05,3.789633195965124,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.119800631136103
4,62.3,3.83992227636465,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,6.049574762846698
5,64.65,3.6864657804544287,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,6.261627686698826
6,73.85,4.082564212342679,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,6.42798406921334
7,74.65,4.065762826213775,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,6.5946849444640065
8,69.2,4.075947228079583,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.816969906491386
9,54.0,3.712588483545257,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.414861180329783
10,48.55,3.5317434266851806,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.377640840753907
11,45.25,3.368677918845073,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.084633804358173
0,26.2,2.883185900778104,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,3.616817057529058
1,19.1,3.0049624860314257,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,2.019299936919117
2,33.3,3.064309302895386,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,1.7335118614151448
3,48.05,3.172646146342664,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,1.7313194977201705
4,62.3,3.2147477031114158,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,2.0457333194062675
5,64.65,3.086275332513865,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,2.1174414557311567
6,73.85,3.417885305964761,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,2.173696780765886
7,74.65,3.403819339630121,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,2.2300685999834737
8,69.2,3.4123456274425563,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,1.9670753106113066
9,54.0,3.1081450198971745,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,1.8310976177353013
10,48.55,2.956743197329458,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,1.8185111316077776
11,45.25,2.820226250095315,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,1.7194274305753474
0,26.2,3.4089039400888375,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,2.20445896483534
1,19.1,3.5528851801360295,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.2307683186149154
2,33.3,3.623053252817255,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.0565797779541994
3,48.05,3.7511441582231626,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.0552435268459206
4,62.3,3.800922482511631,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.246879530785135
5,64.65,3.6490245524460216,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.2905858176828837
6,73.85,4.041100049473264,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.3248735777824387
7,74.65,4.024469304974142,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.3592323413753054
8,69.2,4.034550269961623,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.198937279383951
9,54.0,3.6748819428658885,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.1160585384052948
10,48.55,3.495873621082533,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.108387043901077
11,45.25,3.3344642720739324,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.0479952824335423
0,26.2,3.220980041584346,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,1.6698342710012577
1,19.1,3.3570239749732362,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.9322827736279911
2,33.3,3.4233238665614922,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.8003383829857795
3,48.05,3.544353457618301,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.7993261990754138
4,62.3,3.5913876339560744,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.9444866996970867
5,64.65,3.4478634368246786,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.9775933516621529
6,73.85,3.818324844043475,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,1.0035656549816583
7,74.65,3.802610908699505,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,1.0295917420496408
8,69.2,3.8121361366306097,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.908171388005796
9,54.0,3.472295377393727,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.845392373185743
10,48.55,3.3031553130577778,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.8395813671124694
11,45.25,3.1506440364659603,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,0.7938357966150139
0,26.2,2.726405946320477,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,1.7922077804665266
1,19.1,2.8415606458726828,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,1.0006049519448033
2,33.3,2.8976803412240737,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,0.8589910399509536
3,48.05,3.000126116260826,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,0.857904678321585
4,62.3,3.0399383027357585,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,1.0137032405792537
5,64.65,2.9184519167762124,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,1.0492361076831318
6,73.85,3.232029824892266,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,1.077111786661707
7,74.65,3.2187287282667736,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,1.1050451909212622
8,69.2,3.226791379303459,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,0.9747265676881335
9,54.0,2.9391323889268057,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,0.9073468038609975
10,48.55,2.7959633933996773,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,0.9011099392345371
11,45.25,2.666869873411168,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,0.8520119126871122
0,26.2,5.257082517647728,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,1.6848778229922599
1,19.1,5.479124931638897,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.9406817175345495
2,33.3,5.587335475166238,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.807548638688354
3,48.05,5.784872417043666,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.8065273360040212
4,62.3,5.861638663020045,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.9529955888835467
5,64.65,5.627387429588697,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.9864004989744245
6,73.85,6.232031408194397,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,1.01260678700852
7,74.65,6.206384104046682,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,1.0388673433293674
8,69.2,6.221930586355398,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.9163531122220644
9,54.0,5.6672637175443885,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.8530085206919208
10,48.55,5.3912038650229315,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.8471451632125817
11,45.25,5.1422844816166915,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,0.8009874704583924
0,26.2,0.39828099830695246,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.7770195789371492
1,19.1,0.4151031185635808,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.9921252489622202
2,33.3,0.42330124046079837,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.8517114548666235
3,48.05,0.43826680551505354,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.8506342996917411
4,62.3,0.4440826809518784,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.0051125351506158
5,64.65,0.4263356102539244,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.0403442762620885
6,73.85,0.47214394721857217,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.0679837206730485
7,74.65,0.470200885859816,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.0956804011676922
8,69.2,0.47137870045056884,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.9664661730467086
9,54.0,0.4293566714076068,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.8996574241672602
10,48.55,0.40844214452209154,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.8934734143257698
11,45.25,0.3895838024306023,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.8447914727490857
0,32.6,3.762268550616414,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.3133581640140772
1,34.05,3.9416591716608638,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.5479463622173923
2,42.55,3.824855389852674,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.4313664108727029
3,47.1,3.8968739783151567,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.2137473815332849
4,58.6,4.040723769493907,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.6469121742318455
5,68.4,4.360778624031427,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.759245419972584
6,76.05,4.583267966705637,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.8048745145428136
7,76.4,4.636860290123512,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.8412539690069871
8,67.5,4.351221950974394,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.6725771543290489
9,55.3,4.074765513389877,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.4868174490690875
10,46.2,3.8742627649383845,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.4862751155324652
11,35.35,3.752462029897759,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.4796258846777082
0,32.6,0.2758486106358267,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,2.6783818306266536
1,34.05,0.2890014871278841,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.156786568163633
2,42.55,0.28043746239245676,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,2.9190405883902057
3,47.1,0.2857178476972416,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,2.475241729745384
4,58.6,0.2962648792296958,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.358611355959967
5,68.4,0.3197312229432411,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.587696865618464
6,76.05,0.3360440871719,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.680750033591567
7,76.4,0.3399734632269785,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.754940054649606
8,67.5,0.31903053001034254,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.4109509372404068
9,55.3,0.29876081157237383,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.03212402386424
10,46.2,0.2840599990586188,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.0310180222186647
11,35.35,0.2751295989334406,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.0174579899312097
0,32.6,3.3714830188823264,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,5.988980709376975
1,34.05,3.5322403982296944,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,7.058714946527609
2,42.55,3.4275689847966935,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,6.527104378417593
3,47.1,3.4921070274107313,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,5.534750423176829
4,58.6,3.6210151905851706,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,7.51000413426211
5,68.4,3.9078260581951687,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,8.02224950661872
6,76.05,4.107205509878778,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,8.230320522321117
7,76.4,4.155231217218626,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,8.396212703885427
8,67.5,3.899262033459742,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,7.627037762194123
9,55.3,3.6515210303290133,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,6.779963961715173
10,46.2,3.471844432938674,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,6.777490892922611
11,35.35,3.3626950980753847,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,6.747170058581715
0,32.6,5.631909133814795,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,0.797476363238049
1,34.05,5.900447028860967,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,0.9399192613656776
2,42.55,5.725598190512659,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,0.8691314456942205
3,47.1,5.8334060571520165,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,0.7369922951988396
4,58.6,6.048741284272956,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,1.0000117007418268
5,68.4,6.527845801757838,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,1.0682208996782792
6,76.05,6.860900113092958,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,1.0959270695508576
7,76.4,6.941124874217477,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,1.118016820722772
8,67.5,6.51353998771116,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,1.0155955799541354
9,55.3,6.099699902935965,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,0.9028015392682939
10,46.2,5.799558314113467,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,0.9024722321620542
11,35.35,5.617229311557745,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,0.8984347924249948
0,32.6,0.7892335248747264,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,6.895762999881234
1,34.05,0.826865365949224,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,8.127464040544114
2,42.55,0.8023627396228624,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,7.515363139938565
3,47.1,0.8174705086893304,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,6.372758409784589
4,58.6,0.8476467377960741,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,8.647082225013063
5,68.4,0.9147865545320509,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,9.236885875578597
6,76.05,0.961459471630714,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,9.476460601404947
7,76.4,0.9727018531216329,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,9.667470261163853
8,67.5,0.9127817941962578,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,8.781835733230556
9,55.3,0.8547878775542918,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,7.806507800988948
10,46.2,0.8127272195288261,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,7.803660288682019
11,35.35,0.7871763525040105,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,7.7687486237895085
0,32.6,0.4290978387668415,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,3.0546613345855143
1,34.05,0.44955786886559745,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,3.6002760177969932
2,42.55,0.43623605261048826,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,3.32912966981825
3,47.1,0.4444499853068203,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,2.822982563257891
4,58.6,0.46085647880174896,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,3.8304546908273975
5,68.4,0.4973596801339305,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,4.091723879807783
6,76.05,0.5227352467118445,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,4.1978498664082915
7,76.4,0.5288476094641887,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,4.282462667371422
8,67.5,0.49626971334942166,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,3.890147335609247
9,55.3,0.46473904022369256,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,3.4580999286419547
10,46.2,0.4418711096467403,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,3.456838547451232
11,35.35,0.4279793761186853,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,3.441373498424026
0,32.6,3.8312307032753705,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,1.6237729388099544
1,34.05,4.013909543442835,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,1.9138065171923448
2,42.55,3.894964755450788,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,1.7696726659794177
3,47.1,3.9683034402394672,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,1.500618952762732
4,58.6,4.114789989301331,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,2.0361630927400793
5,68.4,4.440711429767237,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,2.1750465211607097
6,76.05,4.6672789884986114,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,2.231460141615232
7,76.4,4.721853655930257,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,2.276437951405556
8,67.5,4.430979583476979,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,2.0678940411582656
9,55.3,4.1494557162829695,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,1.8382296656762969
10,46.2,3.945277764703039,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,1.837559150545919
11,35.35,3.8212444296311188,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,1.8293383609534932
0,32.6,2.3140633447783236,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,5.437179082984847
