,Property Name,Year Built,Water Intensity (gal/sf)_num,GHGI/GUI,E_Jan,E_Feb,E_Mar,E_Apr,E_May,E_Jun,E_Jul,E_Aug,E_Sep,E_Oct,E_Nov,E_Dec,G_Jan,G_Feb,G_Mar,G_Apr,G_May,G_Jun,G_Jul,G_Aug,G_Sep,G_Oct,G_Nov,G_Dec,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1737,512 Beacon Street,1926.0,39.2,0.06632064590542099,0.842958772241776,0.765810495431204,0.7452672006512541,0.7933016306263285,0.7766806784533351,0.8936305033704842,1.014016804773744,0.9771390248465541,1.2346773922910548,0.9141771816192422,0.7566288889089107,0.9257114267861125,10.139414178164746,9.078618387178748,7.110674583080752,6.6997988225323075,4.656508802330517,3.3324771824819384,2.7761855486922786,2.6494785496164783,4.170148970816007,3.4885945317457727,5.140833633497209,10.117266809863242,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1738,514-522 Park Drive,1915.0,31.9,0.06701075231223515,0.9074720549707682,0.8244194697197029,0.8023039564304191,0.8540145552333791,0.8361215690984996,0.962021792740276,1.091621493131569,1.0519213846146507,1.3291696667781416,0.9841409484418502,0.8145351769012533,0.9965579319394895,10.034994000144804,8.98512275404781,7.037445706859664,6.630801326872923,4.6085540122857545,3.298157856480686,2.747595160321014,2.622193046041059,4.127202929728148,3.452667440136401,5.087891051830439,10.013074715251285,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1742,565-575 Commonwealth Avenue,1992.0,50.0,0.10902528044656755,3.1358066327394063,2.8488150430040786,2.772393986422665,2.9510820659299415,2.889252123846406,3.324305472538201,3.7721425137583267,3.6349571724291807,4.592999899322723,3.4007391156235807,2.8146594667411473,3.4436465076443383,8.71545215932583,7.8036327184095615,6.112063582808649,5.758890512692014,4.002556654958241,2.8644697756318798,2.38630278928193,2.2773903048629576,3.584500367948006,2.9986622708629986,4.418863733595686,8.69641512962224,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1744,577-599 Commonwealth Avenue (595 Comm Ave),1996.0,17.0,0.18488275352047573,4.4050696209168745,4.001914043591839,3.8945604615085365,4.145575119886835,4.058718616462293,4.669866086396113,5.298971632893634,5.106258544907015,6.452082891254655,4.777237349552501,3.9539335049291893,4.837512127700506,5.218567606060821,4.672595772361925,3.6597317541694294,3.448261653783234,2.396618341670062,1.7151639302680939,1.4288509886516951,1.3636372564557948,2.1462979960334643,1.795514621865919,2.645891310534507,5.207168768145055,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1745,580 Commonwealth Avenue,2004.0,51.9,0.1295672454003628,3.381025240995303,3.0715910435171105,2.9891938961459505,3.1818552996813145,3.115190285119786,3.5842646016765767,4.06712228952296,3.9192091188300315,4.952170337726789,3.666675319810411,3.0347645172064537,3.7129380497673057,6.995201722720129,6.263356626527141,4.905668337366593,4.622204344525475,3.2125345531372402,2.2990825424632746,1.9152958535438787,1.8278804464363878,2.876993951728651,2.4067882078328435,3.5466712038156722,6.97992220990271,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1746,582-596 Commonwealth Avenue (590 Comm / 712 Bea),1983.0,15.5,0.11320235714814697,10.49404445992492,9.533620921412258,9.277876209009756,9.875859717058479,9.668944483700363,11.124859888669887,12.623556196120354,12.16446249559444,15.37057312294065,11.380646722079096,9.419318549539144,11.524237233950647,27.635166307217702,24.74394719073017,19.38027890044336,18.260429195633684,12.691403359431455,9.082729981700558,7.566546546941836,7.221204209581867,11.365820382655704,9.50823078821056,14.011439904030844,27.574803233422248,0,0,0,1,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1748,605-615 Commonwealth Avenue (2 Silber Way),1981.0,5.1,0.0944480055987539,2.441268815753057,2.2178418955184402,2.1583470464575067,2.2974581866960344,2.249322721992176,2.5880177685111625,2.9366650963965313,2.829864411600252,3.5757139193172,2.6475224163394406,2.1912513072008415,2.680926414217352,9.441496197060449,8.45371729282943,6.621231350748801,6.238637064479629,4.335991150599169,3.1030955134420704,2.5850946454834167,2.467109165366493,3.883108526518577,3.248466965231058,4.786978847842042,9.420873280398867,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1749,610 Beacon Street (30 Bay State Road),1926.0,40.5,0.07266432633710435,1.0989678865859558,0.9983894460831205,0.9716070908941546,1.0342297217171101,1.0125609363813526,1.1650287748546366,1.3219767580581305,1.273899085456437,1.6096526296453133,1.1918155410820634,0.9864193580461526,1.2068527711955714,9.053052550084967,8.10591301401727,6.348819521132853,5.981965994248475,4.157599063091201,2.97542742853303,2.4787382406393403,2.3656069392701706,3.723349013178723,3.1148179832565064,4.590032147569136,9.033278104978328,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1751,622-640 Commonwealth Avenue,1902.0,18.5,0.10664781539567862,3.2691113724174157,2.969919623794732,2.8902498691121203,3.07653407003632,3.0120757055724954,3.4656233940580488,3.932498216362867,3.7894810561892203,4.7882506681449915,3.545306270303331,2.9343120765605213,3.5900376774479397,9.595107737118342,8.591257837830112,6.728957660608969,6.340138630262746,4.406536990413023,3.1535823505722895,2.627153696443132,2.5072486125974183,3.9462860429334192,3.3013189711993167,4.864862180916997,9.574149289104234,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1753,631-639 Commonwealth Avenue,1957.0,15.5,0.16719866241070072,4.123732130681183,3.7463247907416757,3.645827533291181,3.880810700665298,3.799501440028493,4.371616905896214,4.960543524300398,4.780138395364478,6.040009311577516,4.47213071518708,3.701408613255841,4.528555939010642,5.770519539631994,5.16680193505614,4.046810387723898,3.812973741647063,2.6501013330910443,1.8965715729713384,1.5799761872704583,1.5078649980905543,2.3733053701555806,1.9854207114494324,2.9257391414167935,5.757915081495698,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1754,642-648 Beacon Street,1990.0,22.9,0.13942917694956847,2.5836686369210433,2.3472091684966405,2.284243969996094,2.431469497869697,2.380526279459472,2.7389774928305344,3.107961506631525,2.9949311111546884,3.784286207372083,2.8019530616629775,2.3190675445058115,2.837305523099435,4.193823092688314,3.755061068897618,2.9410881878496804,2.7711434333958453,1.9260061580850463,1.3783656055639395,1.1482745313596245,1.095866499752269,1.7248399904030844,1.442938226132287,2.1263306172321412,4.184662588640148,0,0,0,0,1,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1760,6-8 St. Mary's Street,1997.0,26.3,0.1364718854359192,8.59235640639997,7.805976915107473,7.5965772192698715,8.086196588229617,7.916777691853123,9.108858028928024,10.33596668734342,9.96006807990795,12.585180379908852,9.318292212774821,7.712387954151452,9.435861836125417,16.174748434978767,14.482529855227597,11.343197009548174,10.68775361330015,7.428225846139868,5.316084257415014,4.428668369778424,4.226540929377019,6.652367617508975,5.565128117968237,8.200837770979172,16.139418177778595,0,0,0,1,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1762,700 Commonwealth Avenue,1966.0,75.0,0.07607945035523252,1.4221284910948098,1.29197412755529,1.2573161991137474,1.3383535329318466,1.3103128618899198,1.5076151304230772,1.7107149673318245,1.6484996571057882,2.082984310392984,1.5422787670054556,1.2764841360404617,1.5617378191147966,9.991708525257916,8.946365849427805,7.0070900156248,6.602199677055279,4.588675231196222,3.2839314076091046,2.7357435377580415,2.610882339603034,4.109400433905504,3.4377745214390263,5.065944672953876,9.969883788169387,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1765,722-728 Commonwealth Avenue,1974.0,69.7,0.06424670735624799,0.8071488695112043,0.7332779443095024,0.7136073534055429,0.7596012230094957,0.7436863488799416,0.8556680045430914,0.970940151037115,0.9356289835654786,1.1822268113403445,0.8753418351820339,0.7244863834778179,0.8863860917384319,10.921798040355313,9.779148456500845,7.659352933263108,7.216772918527015,5.015817267008616,3.5896198854900607,2.9904033263249357,2.853919281991729,4.4919286318858935,3.757783659973907,5.537513875805125,10.897941722873451,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1770,785 Commonwealth Avenue (1 University Road),1931.0,13.2,0.08897941680960549,3.1072220909137647,2.8228465818432165,2.7471221437539652,2.9241813865756208,2.862915057231185,3.2940026637396986,3.7377574326340453,3.6018226085039338,4.551132267448795,3.3697395736002522,2.7890023517864173,3.412255841969111,13.636167164636788,12.209537531084685,9.562914145181267,9.010340746335261,6.262386693791677,4.481739786359793,3.73360132615363,3.5631972189767174,5.608297231800998,4.691696913512771,6.913739350239616,13.606381891926809,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1773,855 Commonwealth Avenue,1919.0,0.5,0.09080835039537105,2.473569031114239,2.2471859687315328,2.1869039484974993,2.3278556561327224,2.27908331528216,2.6222596065021544,2.975519856857646,2.8673061014902843,3.6230238791703084,2.682551555150171,2.220243562652737,2.716397518418546,10.30286399063023,9.22496791455338,7.225300379668735,6.80780120234017,4.731572852098189,3.386197521837951,2.8209383321696837,2.692188785578505,4.237372782296246,3.5448315205858094,5.223705116853801,10.280359601387293,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1775,871 Commonwealth Avenue,1926.0,7.9,0.06571899870533572,1.8013490229756823,1.6364880859604591,1.5925883779330419,1.6952348849201908,1.6597169723678082,1.9096312739788253,2.166889106216223,2.0880836473624154,2.6384266793723414,1.9535382122628488,1.6168675796167202,1.9781861570334438,22.243997687313758,19.91680809758189,15.59950369932694,14.698118342459393,10.215518294247673,7.310838026499413,6.090437163288109,5.81246546345577,9.148534859375378,7.653330590167706,11.278037315078372,22.195410461205604,1,0,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1776,881 Commonwealth Avenue,1915.0,14.4,0.09030726318012657,4.729046247545474,4.296240064171428,4.180991021999437,4.450466882868061,4.357222403905829,5.013317516605975,5.688691456179468,5.481805031213877,6.926609795417795,5.1285855402287766,4.244730733821596,5.193293306042278,20.07256086201879,17.972549194422246,14.076695737142952,13.263302718037611,9.218289606966568,6.597161324241819,5.495894773722436,5.24505839344419,8.255464028745319,6.906220106105542,10.17708658278357,20.028716672368976,0,0,0,0,0,0,0,0,0,1,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1777,91 Bay State Road,1923.0,45.5,0.08950948800572862,1.8903350467521824,1.7173300360044748,1.6712616974604373,1.7789789066795414,1.7417064214316038,2.0039664038083105,2.2739326847051204,2.1912342632183974,2.7687640522126897,2.0500423297811508,1.6967402833782321,2.075907874567857,8.165912283625758,7.311586261646551,5.726676502463823,5.395772235101711,3.750181397032622,2.6838548935040523,2.2358380154260478,2.133792845755139,3.3584850275343445,2.8095860804976764,4.140238851890918,8.148075605521347,0,0,1,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1778,915 Commonwealth Avenue,2004.0,48.3,0.12068499136478077,4.469226389127532,4.060199131862534,3.9512820196934415,4.205952531586195,4.117831023737811,4.737879430534217,5.376147460760719,5.180627640989791,6.546052980754401,4.846814481288899,4.011519790101975,4.907967119562479,10.538280838849904,9.435755213439089,7.390395972929885,6.963357085036336,4.8396876412457255,3.463570953998692,2.885395789026865,2.753704360208009,4.334195272241491,3.625829684281361,5.343064956579637,10.51526223216301,0,1,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1779,925 Commonwealth Avenue,2004.0,45.7,0.14743014718096947,4.233934729571062,3.846441557578593,3.743258611872562,3.984521468353383,3.9010392994014804,4.488443976402638,5.093109067104935,4.907882792315752,6.201422493220078,4.591643916280347,3.8003250403678988,4.649577047531269,7.0400513805900955,6.303514067720717,4.937120975228316,4.65183955615686,3.2331316826146765,2.3138230845564904,1.9275757515591436,1.8395998815433994,2.895439766380415,2.422219303598985,3.5694106467043247,7.024673903346567,0,1,0,0,0,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
1782,983-985 Commonwealth Avenue,1981.0,5.8,0.06936037126715093,5.983105872152153,5.4355271254665904,5.289716070787848,5.630652175272586,5.512680905713896,6.342760866028097,7.197232057942964,6.935483003422157,8.763424498667336,6.4885959357034935,5.3703584295489595,6.570463059293911,57.95955786272719,51.89577015785221,40.64648585207405,38.29781195440613,26.617828863148837,19.049315935848313,15.86940666588112,15.145116138292115,23.83766816535655,19.941723759321857,29.38635696379719,57.832957681294374,0,0,0,0,1,0,0,0,0,0,35.15,28.6,34.05,51.65,56.35,69.5,72.5,72.0,67.1,61.35,43.75,30.75
