,Unnamed: 0,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link,Tax Parcel,G_EUI,E_EUI,G_Jan,G_Feb,G_Mar,G_Apr,G_May,G_Jun,G_Jul,G_Aug,G_Sep,G_Oct,G_Nov,G_Dec,E_Jan,E_Feb,E_Mar,E_Apr,E_May,E_Jun,E_Jul,E_Aug,E_Sep,E_Oct,E_Nov,E_Dec
1760,1760,6-8 St. Mary's Street,Yes,Laboratory,6-8 St. Mary's Street,2215,"289,059",219.1,Not Available,,Laboratory,1997,"4,378.00",15.1,"63,335,511.00",0.495,0.505,,26.3,,,,2100273000,110.6455,108.4545,16.174748434978767,14.482529855227597,11.343197009548174,10.68775361330015,7.428225846139868,5.316084257415014,4.428668369778424,4.226540929377019,6.652367617508975,5.565128117968237,8.200837770979172,16.139418177778595,8.59235640639997,7.805976915107473,7.5965772192698715,8.086196588229617,7.916777691853123,9.108858028928024,10.33596668734342,9.96006807990795,12.585180379908852,9.318292212774821,7.712387954151452,9.435861836125417
1762,1762,700 Commonwealth Avenue,Yes,Residence Hall/Dormitory,700 Commonwealth Avenue,2215,"425,007",86.3,75,,"Parking, Residence Hall/Dormitory",1966,"2,195.60",5.2,"36,697,880.70",0.20800000000000002,0.792,,75.0,,,,2100347001,68.3496,17.950400000000002,9.991708525257916,8.946365849427805,7.0070900156248,6.602199677055279,4.588675231196222,3.2839314076091046,2.7357435377580415,2.610882339603034,4.109400433905504,3.4377745214390263,5.065944672953876,9.969883788169387,1.4221284910948098,1.29197412755529,1.2573161991137474,1.3383535329318466,1.3103128618899198,1.5076151304230772,1.7107149673318245,1.6484996571057882,2.082984310392984,1.5422787670054556,1.2764841360404617,1.5617378191147966
1765,1765,722-728 Commonwealth Avenue,Yes,Residence Hall/Dormitory,722-728 Commonwealth Avenue,2215,"87,469",84.9,83,,Residence Hall/Dormitory,1974,423,4.8,"7,422,403.20",0.12,0.88,,69.7,,,,"2100322000, 2100323001, 2100321000, 2100323000",74.712,10.188,10.921798040355313,9.779148456500845,7.659352933263108,7.216772918527015,5.015817267008616,3.5896198854900607,2.9904033263249357,2.853919281991729,4.4919286318858935,3.757783659973907,5.537513875805125,10.897941722873451,0.8071488695112043,0.7332779443095024,0.7136073534055429,0.7596012230094957,0.7436863488799416,0.8556680045430914,0.970940151037115,0.9356289835654786,1.1822268113403445,0.8753418351820339,0.7244863834778179,0.8863860917384319
1770,1770,785 Commonwealth Avenue (1 University Road),Yes,College/University,785 Commonwealth Avenue (1 University Road),2215,"54,767",132.5,Not Available,,College/University,1931,454.9,8.3,"7,256,526.60",0.29600000000000004,0.7040000000000001,,13.2,,,,2100392000,93.28000000000002,39.220000000000006,13.636167164636788,12.209537531084685,9.562914145181267,9.010340746335261,6.262386693791677,4.481739786359793,3.73360132615363,3.5631972189767174,5.608297231800998,4.691696913512771,6.913739350239616,13.606381891926809,3.1072220909137647,2.8228465818432165,2.7471221437539652,2.9241813865756208,2.862915057231185,3.2940026637396986,3.7377574326340453,3.6018226085039338,4.551132267448795,3.3697395736002522,2.7890023517864173,3.412255841969111
1773,1773,855 Commonwealth Avenue,Yes,College/University,855 Commonwealth Avenue,2215,"207,318",101.7,Not Available,,College/University,1919,"1,329.80",6.4,"21,092,219.00",0.307,0.693,,0.5,,,,2100397000,70.4781,31.2219,10.30286399063023,9.22496791455338,7.225300379668735,6.80780120234017,4.731572852098189,3.386197521837951,2.8209383321696837,2.692188785578505,4.237372782296246,3.5448315205858094,5.223705116853801,10.280359601387293,2.473569031114239,2.2471859687315328,2.1869039484974993,2.3278556561327224,2.27908331528216,2.6222596065021544,2.975519856857646,2.8673061014902843,3.6230238791703084,2.682551555150171,2.220243562652737,2.716397518418546
1775,1775,871 Commonwealth Avenue,Yes,College/University,871 Commonwealth Avenue,2215,"95,968",174.9,Not Available,,College/University,1926,962,10,"16,787,989.70",0.13,0.87,,7.9,,,,2100398000,152.163,22.737000000000002,22.243997687313758,19.91680809758189,15.59950369932694,14.698118342459393,10.215518294247673,7.310838026499413,6.090437163288109,5.81246546345577,9.148534859375378,7.653330590167706,11.278037315078372,22.195410461205604,1.8013490229756823,1.6364880859604591,1.5925883779330419,1.6952348849201908,1.6597169723678082,1.9096312739788253,2.166889106216223,2.0880836473624154,2.6384266793723414,1.9535382122628488,1.6168675796167202,1.9781861570334438
1776,1776,881 Commonwealth Avenue,Yes,Office,881 Commonwealth Avenue,2215,"107,773",197.0,17,,"Medical Office, Office",1915,"1,335.40",12.4,"21,226,380.50",0.303,0.6970000000000001,,14.4,,Shares an electricity meter with 10 Buick Street,,2100399000,137.30900000000003,59.690999999999995,20.07256086201879,17.972549194422246,14.076695737142952,13.263302718037611,9.218289606966568,6.597161324241819,5.495894773722436,5.24505839344419,8.255464028745319,6.906220106105542,10.17708658278357,20.028716672368976,4.729046247545474,4.296240064171428,4.180991021999437,4.450466882868061,4.357222403905829,5.013317516605975,5.688691456179468,5.481805031213877,6.926609795417795,5.1285855402287766,4.244730733821596,5.193293306042278
1777,1777,91 Bay State Road,Yes,Residence Hall/Dormitory,91 Bay State Road,2215,"118,821",79.8,65,2013,Residence Hall/Dormitory,1923,595.2,5,"9,478,006.00",0.299,0.7,,45.5,,,,503743000,55.85999999999999,23.8602,8.165912283625758,7.311586261646551,5.726676502463823,5.395772235101711,3.750181397032622,2.6838548935040523,2.2358380154260478,2.133792845755139,3.3584850275343445,2.8095860804976764,4.140238851890918,8.148075605521347,1.8903350467521824,1.7173300360044748,1.6712616974604373,1.7789789066795414,1.7417064214316038,2.0039664038083105,2.2739326847051204,2.1912342632183974,2.7687640522126897,2.0500423297811508,1.6967402833782321,2.075907874567857
1778,1778,915 Commonwealth Avenue,Yes,Fitness Center/Health Club/Gym,915 Commonwealth Avenue,2215,"286,901",128.5,Not Available,,"Fitness Center/Health Club/Gym, Swimming Pool",2004,"2,482.20",8.7,"36,879,670.00",0.439,0.561,,48.3,,,,2100401000,72.08850000000001,56.4115,10.538280838849904,9.435755213439089,7.390395972929885,6.963357085036336,4.8396876412457255,3.463570953998692,2.885395789026865,2.753704360208009,4.334195272241491,3.625829684281361,5.343064956579637,10.51526223216301,4.469226389127532,4.060199131862534,3.9512820196934415,4.205952531586195,4.117831023737811,4.737879430534217,5.376147460760719,5.180627640989791,6.546052980754401,4.846814481288899,4.011519790101975,4.907967119562479
1779,1779,925 Commonwealth Avenue,Yes,Indoor Arena,925 Commonwealth Avenue,2215,"303,285",101.6,Not Available,,"Indoor Arena, Parking",2004,"2,159.30",7.1,"30,800,719.60",0.526,0.474,,45.7,,,,2100401000,48.15839999999999,53.4416,7.0400513805900955,6.303514067720717,4.937120975228316,4.65183955615686,3.2331316826146765,2.3138230845564904,1.9275757515591436,1.8395998815433994,2.895439766380415,2.422219303598985,3.5694106467043247,7.024673903346567,4.233934729571062,3.846441557578593,3.743258611872562,3.984521468353383,3.9010392994014804,4.488443976402638,5.093109067104935,4.907882792315752,6.201422493220078,4.591643916280347,3.8003250403678988,4.649577047531269
1782,1782,983-985 Commonwealth Avenue,Yes,Office,983-985 Commonwealth Avenue,2215,"36,865",472.0,1,,Office,1981,"1,013.90",27.5,"17,399,567.70",0.16,0.84,,5.8,,,,2100409000,396.47999999999996,75.52,57.95955786272719,51.89577015785221,40.64648585207405,38.29781195440613,26.617828863148837,19.049315935848313,15.86940666588112,15.145116138292115,23.83766816535655,19.941723759321857,29.38635696379719,57.832957681294374,5.983105872152153,5.4355271254665904,5.289716070787848,5.630652175272586,5.512680905713896,6.342760866028097,7.197232057942964,6.935483003422157,8.763424498667336,6.4885959357034935,5.3703584295489595,6.570463059293911
