,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Gas
8,69.2,3.7808587860699054,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,5.451431655954281
9,54.0,3.4438063109290002,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,6.225118853026647
10,48.55,3.27605398640519,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,5.3624620186649326
11,45.25,3.124794015771884,1.0083333333333333,2012.0,0,0,0,0,0,0,0,1,0,0,9.516396883478
0,26.2,1.1663110710465234,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,8.778701758741907
1,19.1,1.2155723342681766,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,4.426234349157066
2,33.3,1.2395794055850582,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,2.962366795984839
3,48.05,1.2834040024938784,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,1.9751275018416292
4,62.3,1.300434993022251,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,1.4343946010228548
5,64.65,1.2484651397737743,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,1.3490912812770608
6,73.85,1.3826085480086876,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,0.5667652331237858
7,74.65,1.3769185603264396,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,2.6342689619171997
8,69.2,1.3803676282023225,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,2.247677458673269
9,54.0,1.2573119014441183,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,2.566676096585982
10,48.55,1.1960665888232103,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,2.210994425506526
11,45.25,1.1408425302907081,0.6333333333333333,1996.0,1,0,0,0,0,0,0,0,0,0,3.9237015361678855
0,26.2,0.43140286439986236,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,20.47162416062416
1,19.1,0.44962394673830575,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,10.32182303636821
2,33.3,0.45850384129564836,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,6.908135318861214
3,48.05,0.4747139734867714,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,4.605927960446969
4,62.3,0.4810135090737175,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,3.3449578282947154
5,64.65,0.4617905555149246,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,3.1460334828184076
6,73.85,0.511408407895401,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,1.3216766167348952
7,74.65,0.5093037575620047,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,6.1430226938356505
8,69.2,0.5105795216339607,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.241504886806897
9,54.0,0.4650628543209583,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.985398505996892
10,48.55,0.44240903241046486,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,5.155961341907053
11,45.25,0.42198239184592823,0.975,1981.0,0,0,0,0,1,0,0,0,0,0,9.149934167304949
0,26.2,0.2845455527406654,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,13.630563781064023
1,19.1,0.2965638501915601,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,6.8725503228359015
2,33.3,0.3024208685695277,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,4.59962425712528
3,48.05,0.313112779553334,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.066752024327141
4,62.3,0.3172678396688728,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,2.2271638374075353
5,64.65,0.3045887260211132,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,2.09471460146286
6,73.85,0.3373157670226794,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,0.8800082143456386
7,74.65,0.33592757760192726,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,4.090191475765039
8,69.2,0.33676904858642426,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.489936416759709
9,54.0,0.3067470753259811,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.9852410073060134
10,48.55,0.29180502275946135,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,3.432979199507823
11,45.25,0.2783319788607922,0.5583333333333333,2002.0,0,1,0,0,0,0,0,0,0,0,6.092274862093037
0,26.2,3.443881383469992,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,19.261036282672436
1,19.1,3.5893399592709065,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,9.711442846298855
2,33.3,3.660227999376415,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,6.499623282363931
3,48.05,3.789633195965124,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,4.333556774268159
4,62.3,3.83992227636465,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,3.1471540112931318
5,64.65,3.6864657804544287,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,2.9599930412761237
6,73.85,4.082564212342679,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,1.2435193743862878
7,74.65,4.065762826213775,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.77975553199298
8,69.2,4.075947228079583,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,4.9315489092837295
9,54.0,3.712588483545257,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,5.631452438053387
10,48.55,3.5317434266851806,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,4.851063975155569
11,45.25,3.368677918845073,0.9333333333333332,2000.0,0,0,1,0,0,0,0,0,0,0,8.60885353295542
0,26.2,2.883185900778104,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,16.09178379176843
1,19.1,3.0049624860314257,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,8.11350107519109
2,33.3,3.064309302895386,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,5.430161236020105
3,48.05,3.172646146342664,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,3.620503987296424
4,62.3,3.2147477031114158,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,2.629314496161634
5,64.65,3.086275332513865,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,2.472949396196541
6,73.85,3.417885305964761,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,1.0389080120004255
7,74.65,3.403819339630121,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,4.8287420793542095
8,69.2,3.4123456274425563,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,4.120101205464034
9,54.0,3.1081450198971745,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,4.70484109664991
10,48.55,2.956743197329458,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,4.0528594361491495
11,45.25,2.820226250095315,0.48333333333333334,1958.0,0,0,1,0,0,0,0,0,0,0,7.192334187748043
0,26.2,3.4089039400888375,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,27.970911978475183
1,19.1,3.5528851801360295,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,14.102974993208852
2,33.3,3.623053252817255,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,9.438764771332696
3,48.05,3.7511441582231626,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,6.293199042245994
4,62.3,3.800922482511631,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,4.570302788525324
5,64.65,3.6490245524460216,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,4.298507286906269
6,73.85,4.041100049473264,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,1.805841100864246
7,74.65,4.024469304974142,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,8.393371512825471
8,69.2,4.034550269961623,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,7.161604310107325
9,54.0,3.6748819428658885,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,8.178005489635344
10,48.55,3.495873621082533,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,7.044723942143042
11,45.25,3.3344642720739324,0.6166666666666667,1896.0,0,0,1,0,0,0,0,0,0,0,12.501792783730268
0,26.2,3.220980041584346,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,19.33536843064673
1,19.1,3.3570239749732362,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,9.748921224725688
2,33.3,3.4233238665614922,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,6.524706613941291
3,48.05,3.544353457618301,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,4.350280826841057
4,62.3,3.5913876339560744,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,3.1592995009870473
5,64.65,3.4478634368246786,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,2.971416239774792
6,73.85,3.818324844043475,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,1.2483183615637812
7,74.65,3.802610908699505,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,5.802060751564465
8,69.2,3.8121361366306097,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,4.950580731761377
9,54.0,3.472295377393727,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,5.6531853266577325
10,48.55,3.3031553130577778,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,4.869785190356145
11,45.25,3.1506440364659603,0.43333333333333335,1926.0,0,0,1,0,0,0,0,0,0,0,8.642076801179899
0,26.2,2.726405946320477,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,19.048551455634808
1,19.1,2.8415606458726828,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,9.604307683725175
2,33.3,2.8976803412240737,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,6.427920425430668
3,48.05,3.000126116260826,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,4.285749634085026
4,62.3,3.0399383027357585,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,3.112435086208504
5,64.65,2.9184519167762124,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,2.9273388475880116
6,73.85,3.232029824892266,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,1.2298010575051697
7,74.65,3.2187287282667736,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,5.71599414675328
8,69.2,3.226791379303459,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,4.87714481068601
9,54.0,2.9391323889268057,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,5.5693271100227815
10,48.55,2.7959633933996773,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,4.797547774127657
11,45.25,2.666869873411168,0.44166666666666665,1915.0,0,0,1,0,0,0,0,0,0,0,8.513881968232916
0,26.2,5.257082517647728,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,19.509560939030933
1,19.1,5.479124931638897,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,9.83674934386736
2,33.3,5.587335475166238,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,6.583487754607429
3,48.05,5.784872417043666,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,4.3894725460017865
4,62.3,5.861638663020045,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,3.1877616586535975
5,64.65,5.627387429588697,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,2.998185755448439
6,73.85,6.232031408194397,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,1.2595644729292208
7,74.65,6.206384104046682,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,5.854331569146127
8,69.2,6.221930586355398,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,4.995180558173642
9,54.0,5.6672637175443885,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,5.704114924195189
10,48.55,5.3912038650229315,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,4.913657129008003
11,45.25,5.1422844816166915,0.44166666666666665,1974.0,0,0,1,0,0,0,0,0,0,0,8.719933348938277
0,26.2,0.39828099830695246,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,3.7579030364782113
1,19.1,0.4151031185635808,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.8947402426899689
2,33.3,0.42330124046079837,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.2681017630776703
3,48.05,0.43826680551505354,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.8454937689631675
4,62.3,0.4440826809518784,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.6140219789701838
5,64.65,0.4263356102539244,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.5775061463215609
6,73.85,0.47214394721857217,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.24261546286217484
7,74.65,0.470200885859816,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.1276527672250758
8,69.2,0.47137870045056884,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.9621643585921752
9,54.0,0.4293566714076068,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.0987182572197094
10,48.55,0.40844214452209154,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,0.9464614351402809
11,45.25,0.3895838024306023,0.16666666666666666,2003.0,0,0,0,0,0,0,0,0,1,0,1.6796207824598246
0,32.6,3.762268550616414,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,3.5949021499056757
1,34.05,3.9416591716608638,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,4.812170584234026
2,42.55,3.824855389852674,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,3.8784632288473144
3,47.1,3.8968739783151567,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,2.0783422121078403
4,58.6,4.040723769493907,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.8532678296493132
5,68.4,4.360778624031427,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.8270946594392943
6,76.05,4.583267966705637,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.3223637516306872
7,76.4,4.636860290123512,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.3471988006621025
8,67.5,4.351221950974394,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,1.9537685308688846
9,55.3,4.074765513389877,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,2.4712961975361933
10,46.2,3.8742627649383845,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,3.5821893986545996
11,35.35,3.752462029897759,0.3,2000.0,0,0,1,0,0,0,0,0,0,0,3.975942656464074
0,32.6,0.2758486106358267,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,6.5524477300036255
1,34.05,0.2890014871278841,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,8.77116953569426
2,42.55,0.28043746239245676,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,7.069296053142899
3,47.1,0.2857178476972416,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.7882056707034577
4,58.6,0.2962648792296958,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.377961367819987
5,68.4,0.3197312229432411,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.330255387913375
6,76.05,0.3360440871719,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,2.410279612990001
7,76.4,0.3399734632269785,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,2.4555465921356494
8,67.5,0.31903053001034254,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,3.561144543358501
9,55.3,0.29876081157237383,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,4.504445040357357
10,46.2,0.2840599990586188,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,6.529276129052151
11,35.35,0.2751295989334406,0.5750000000000001,2002.0,0,1,0,0,0,0,0,0,0,0,7.246972336828743
0,32.6,3.3714830188823264,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,10.148009555503375
1,34.05,3.5322403982296944,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,13.584223168021547
2,42.55,3.4275689847966935,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,10.948470991913847
3,47.1,3.4921070274107313,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,5.866929264995371
4,58.6,3.6210151905851706,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,5.231569277812386
5,68.4,3.9078260581951687,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,5.157685324838574
6,76.05,4.107205509878778,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,3.7328860224336307
7,76.4,4.155231217218626,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,3.8029926079185263
8,67.5,3.899262033459742,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,5.515271596758052
9,55.3,3.6515210303290133,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,6.9761947283417625
10,46.2,3.471844432938674,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,10.112122870471893
11,35.35,3.3626950980753847,1.0916666666666666,2012.0,0,0,0,0,0,0,0,1,0,0,11.223644590991038
0,32.6,5.631909133814795,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,23.699395446766307
1,34.05,5.900447028860967,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,31.724238623866572
2,42.55,5.725598190512659,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,25.568772098179736
3,47.1,5.8334060571520165,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,13.701472781322614
4,58.6,6.048741284272956,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,12.217669725664669
5,68.4,6.527845801757838,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,12.045123079042025
6,76.05,6.860900113092958,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,8.717684144806949
7,76.4,6.941124874217477,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,8.881409226434215
8,67.5,6.51353998771116,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,12.880220682981387
9,55.3,6.099699902935965,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,16.292022260755243
10,46.2,5.799558314113467,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,23.615586623451453
11,35.35,5.617229311557745,1.05,1924.0,0,0,1,0,0,0,0,0,0,0,26.211405306728857
0,32.6,0.2988359948554789,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.7146485602467165
1,34.05,0.3130849443885411,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.9566354343677146
2,42.55,0.3038072509251615,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.771019083937595
3,47.1,0.30952766833867845,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.4131640327461529
4,58.6,0.32095361916550375,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.3684203716769286
5,68.4,0.3463754915218445,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.3632172763970827
6,76.05,0.36404776110289166,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.26287929735448107
7,76.4,0.36830458516256004,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.26781638083933285
8,67.5,0.34561640751120437,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.38839940822239805
9,55.3,0.3236575458700716,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.49128131889730725
10,46.2,0.307731665646837,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.7121213289064714
11,35.35,0.2980570655112273,0.024999999999999998,1923.0,1,0,0,0,0,0,0,0,0,0,0.7903975064078196
0,32.6,0.7892335248747264,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,25.166623913918986
1,34.05,0.826865365949224,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,33.688284757964595
2,42.55,0.8023627396228624,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,27.15173358666392
3,47.1,0.8174705086893304,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,14.549730322399137
4,58.6,0.8476467377960741,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,12.974065088745991
5,68.4,0.9147865545320509,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,12.790836087275725
6,76.05,0.961459471630714,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,9.257395563760108
7,76.4,0.9727018531216329,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,9.431256857557429
8,67.5,0.9127817941962578,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,13.677634544939524
9,55.3,0.8547878775542918,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,17.300660599322097
10,46.2,0.8127272195288261,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,25.077626490260197
11,35.35,0.7871763525040105,1.8083333333333333,1911.0,1,0,0,0,0,0,0,0,0,0,27.83415218719229
0,32.6,0.4290978387668415,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,12.285798264032167
1,34.05,0.44955786886559745,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,16.445887688920905
2,42.55,0.43623605261048826,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,13.254885617772707
3,47.1,0.4444499853068203,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,7.102861796182477
4,58.6,0.46085647880174896,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,6.333656309641031
5,68.4,0.4973596801339305,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,6.244207897494708
6,76.05,0.5227352467118445,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,4.5192591082429425
7,76.4,0.5288476094641887,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,4.604134409309293
8,67.5,0.49626971334942166,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,6.677123611139022
9,55.3,0.46473904022369256,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,8.44580610751703
10,46.2,0.4418711096467403,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,12.242351658049959
11,35.35,0.4279793761186853,0.8416666666666667,1958.0,0,0,0,0,0,0,1,0,0,0,13.588027531697751
0,32.6,3.8312307032753705,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,9.00457185910863
1,34.05,4.013909543442835,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,12.053606473033204
2,42.55,3.894964755450788,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,9.714840457613697
3,47.1,3.9683034402394672,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,5.205866812601527
4,58.6,4.114789989301331,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,4.642096683129301
5,68.4,4.440711429767237,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,4.5765376826032425
6,76.05,4.6672789884986114,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,3.3122791466664614
7,76.4,4.721853655930257,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,3.374486398575594
8,67.5,4.430979583476979,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,4.893832543602215
9,55.3,4.1494557162829695,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,6.190144618106071
10,46.2,3.945277764703039,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,8.972728744221541
11,35.35,3.8212444296311188,0.5499999999999999,1958.0,0,0,1,0,0,0,0,0,0,0,9.959008580738528
0,32.6,2.3140633447783236,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,8.504317866935926
1,34.05,2.424401364239472,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,11.383961668975802
2,42.55,2.352558712292276,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,9.175127098857379
3,47.1,2.396855277904638,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,4.916651989679219
4,58.6,2.4853331535380034,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,4.38420242295545
5,68.4,2.682189703579411,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,4.322285589125284
6,76.05,2.819036509053161,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,3.128263638518324
7,76.4,2.8519996081818753,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,3.1870149319880605
8,67.5,2.6763116684200954,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,4.621952957846537
9,55.3,2.5062712526349133,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,5.846247694877956
10,46.2,2.3829477698806354,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,8.474243813987009
11,35.35,2.308031635497196,0.9666666666666667,1905.0,0,0,0,1,0,0,0,0,0,0,9.405730326253053
0,32.6,3.6320067067050514,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,19.690766753443953
1,34.05,3.805186247183807,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,26.358249710474745
2,42.55,3.692426588167347,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,21.243948128892857
3,47.1,3.7619516613470148,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,11.383940376103423
4,58.6,3.900820909857661,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,10.151114840843004
5,68.4,4.20979443541934,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,10.007753556359312
6,76.05,4.424580481096683,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,7.243133501492428
7,76.4,4.4763172658218835,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,7.3791653425262025
8,67.5,4.200568645136176,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,10.701598771629289
9,55.3,3.933684019036255,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,13.53631197044819
10,46.2,3.7401233209384808,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,19.62113375392377
11,35.35,3.622539719290301,2.3000000000000003,1983.0,0,0,0,1,0,0,0,0,0,0,21.77788329386284
0,32.6,0.34481076329478333,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,1.8939286305861445
1,34.05,0.3612518589098551,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,2.535231075756654
2,42.55,0.3505468279905709,0.17500000000000002,2003.0,0,0,0,0,0,0,0,0,1,0,2.0433191907552324
